UMUR_KSH,JANTINA,NEGERI,DAERAH,STRATA,Mean(TOTAL_PAKW_MAKANAN),Mean(p_rent),Mean(p_lain2)
18-29 TAHUN,LELAKI,KEDAH,LANGKAWI,BANDAR,386.96,305.5,319.06
18-29 TAHUN,LELAKI,KEDAH,LANGKAWI,LUAR BANDAR,398.5,317.66,294.14
18-29 TAHUN,LELAKI,KEDAH,PADANG TERAP,BANDAR,392.4,231.58,401.43
18-29 TAHUN,LELAKI,KEDAH,PADANG TERAP,LUAR BANDAR,392.4,231.58,401.43
18-29 TAHUN,LELAKI,KEDAH,SIK,BANDAR,408.35,253.73,424.98
18-29 TAHUN,LELAKI,KEDAH,SIK,LUAR BANDAR,424.89,247.86,344.11
18-29 TAHUN,LELAKI,KEDAH,YAN,BANDAR,396.29,251.36,417.3
18-29 TAHUN,LELAKI,KEDAH,YAN,LUAR BANDAR,426.59,258.38,295.84
18-29 TAHUN,LELAKI,KEDAH,PENDANG,BANDAR,440.62,291.66,379.05
18-29 TAHUN,LELAKI,KEDAH,PENDANG,LUAR BANDAR,428.9,246.43,401.63
18-29 TAHUN,LELAKI,KEDAH,POKOK SENA,BANDAR,431.42,301.62,506.8
18-29 TAHUN,LELAKI,KEDAH,POKOK SENA,LUAR BANDAR,448.09,275.95,427.8
18-29 TAHUN,LELAKI,KELANTAN,BACHOK,BANDAR,389.9,239.71,178.05
18-29 TAHUN,LELAKI,KELANTAN,BACHOK,LUAR BANDAR,389.9,239.71,178.05
18-29 TAHUN,LELAKI,KELANTAN,KOTA BHARU,BANDAR,419.32,339.93,322.09
18-29 TAHUN,LELAKI,KELANTAN,KOTA BHARU,LUAR BANDAR,403.42,257.21,251.89
18-29 TAHUN,LELAKI,KELANTAN,MACHANG,BANDAR,402.86,316.27,315.58
18-29 TAHUN,LELAKI,KELANTAN,MACHANG,LUAR BANDAR,388.81,231.47,183.19
18-29 TAHUN,LELAKI,KELANTAN,PASIR MAS,BANDAR,418.24,267.95,280
18-29 TAHUN,LELAKI,KELANTAN,PASIR MAS,LUAR BANDAR,400.86,254.52,255.09
18-29 TAHUN,LELAKI,KELANTAN,PASIR PUTEH,BANDAR,413.26,306.28,338.66
18-29 TAHUN,LELAKI,KELANTAN,PASIR PUTEH,LUAR BANDAR,384.33,239.96,293.7
18-29 TAHUN,LELAKI,KELANTAN,TANAH MERAH,BANDAR,408.81,268.25,238.22
18-29 TAHUN,LELAKI,KELANTAN,TANAH MERAH,LUAR BANDAR,388.59,215.2,218.79
18-29 TAHUN,LELAKI,KELANTAN,TUMPAT,BANDAR,406.49,279.62,270.33
18-29 TAHUN,LELAKI,KELANTAN,TUMPAT,LUAR BANDAR,398.43,247.66,244.61
18-29 TAHUN,LELAKI,KELANTAN,GUA MUSANG,BANDAR,410.85,278.88,372.74
18-29 TAHUN,LELAKI,KELANTAN,GUA MUSANG,LUAR BANDAR,399.25,249.4,342.57
18-29 TAHUN,LELAKI,KELANTAN,KUALA KRAI,BANDAR,416.29,297.23,385.67
18-29 TAHUN,LELAKI,KELANTAN,KUALA KRAI,LUAR BANDAR,375.63,203.91,212.63
18-29 TAHUN,LELAKI,KELANTAN,JELI,BANDAR,411.72,247.7,255.59
18-29 TAHUN,LELAKI,KELANTAN,JELI,LUAR BANDAR,411.72,247.7,255.59
18-29 TAHUN,LELAKI,KELANTAN,JAJAHAN KECIL LOJING,BANDAR,414.13,319.64,314.39
18-29 TAHUN,LELAKI,KELANTAN,JAJAHAN KECIL LOJING,LUAR BANDAR,386.99,112.86,132.21
18-29 TAHUN,LELAKI,MELAKA,ALOR GAJAH,BANDAR,488.42,403.6,543.76
18-29 TAHUN,LELAKI,MELAKA,ALOR GAJAH,LUAR BANDAR,444.63,312.05,511.84
18-29 TAHUN,LELAKI,MELAKA,JASIN,BANDAR,464.96,330.88,535.33
18-29 TAHUN,LELAKI,MELAKA,JASIN,LUAR BANDAR,430.11,322.44,531.15
18-29 TAHUN,LELAKI,MELAKA,MELAKA TENGAH,BANDAR,499.64,462.82,665.14
18-29 TAHUN,LELAKI,NEGERI SEMBILAN,JELEBU,BANDAR,438.81,343.47,502.58
18-29 TAHUN,LELAKI,NEGERI SEMBILAN,JELEBU,LUAR BANDAR,438.81,343.47,502.58
18-29 TAHUN,LELAKI,NEGERI SEMBILAN,KUALA PILAH,TIDAK PASTI,447.4,306.59,450.61
18-29 TAHUN,LELAKI,NEGERI SEMBILAN,KUALA PILAH,BANDAR,446.05,381.49,481.93
18-29 TAHUN,LELAKI,NEGERI SEMBILAN,KUALA PILAH,LUAR BANDAR,448.54,267.88,434.42
18-29 TAHUN,LELAKI,NEGERI SEMBILAN,PORT DICKSON,BANDAR,425.08,423.9,465.71
18-29 TAHUN,LELAKI,NEGERI SEMBILAN,PORT DICKSON,LUAR BANDAR,431.44,334.87,447.67
18-29 TAHUN,LELAKI,NEGERI SEMBILAN,REMBAU,BANDAR,440.32,487.01,496.96
18-29 TAHUN,LELAKI,NEGERI SEMBILAN,REMBAU,LUAR BANDAR,458.52,363.03,427.71
18-29 TAHUN,LELAKI,NEGERI SEMBILAN,SEREMBAN,BANDAR,456.8,508.49,505.26
18-29 TAHUN,LELAKI,NEGERI SEMBILAN,SEREMBAN,LUAR BANDAR,446.09,390.95,463.65
18-29 TAHUN,LELAKI,NEGERI SEMBILAN,TAMPIN,BANDAR,432.07,396.31,471.35
18-29 TAHUN,LELAKI,NEGERI SEMBILAN,TAMPIN,LUAR BANDAR,433.86,267.08,472.48
18-29 TAHUN,LELAKI,NEGERI SEMBILAN,JEMPOL,BANDAR,424.79,410.04,461.46
18-29 TAHUN,LELAKI,NEGERI SEMBILAN,JEMPOL,LUAR BANDAR,414.56,282.54,393.95
18-29 TAHUN,LELAKI,PAHANG,BENTONG,BANDAR,498.1,469.8,463.94
18-29 TAHUN,LELAKI,PAHANG,BENTONG,LUAR BANDAR,447.82,476.49,447.69
18-29 TAHUN,LELAKI,PAHANG,CAMERON HIGHLANDS,TIDAK PASTI,480.41,474.07,464.42
18-29 TAHUN,LELAKI,PAHANG,CAMERON HIGHLANDS,BANDAR,499.71,432.65,419.71
18-29 TAHUN,LELAKI,PAHANG,CAMERON HIGHLANDS,LUAR BANDAR,461.11,494.54,486.52
18-29 TAHUN,LELAKI,PAHANG,JERANTUT,BANDAR,486.89,387.93,456.87
18-29 TAHUN,LELAKI,PAHANG,JERANTUT,LUAR BANDAR,437.63,297.86,434.91
18-29 TAHUN,LELAKI,PAHANG,KUANTAN,BANDAR,459.29,425.09,444.24
18-29 TAHUN,LELAKI,PAHANG,KUANTAN,LUAR BANDAR,425,303.28,329.63
18-29 TAHUN,LELAKI,PAHANG,LIPIS,BANDAR,498.43,439.8,507.54
18-29 TAHUN,LELAKI,PAHANG,LIPIS,LUAR BANDAR,435.29,324,389.5
18-29 TAHUN,LELAKI,PAHANG,PEKAN,BANDAR,481.21,329.14,379.48
18-29 TAHUN,LELAKI,PAHANG,PEKAN,LUAR BANDAR,415.15,217.2,366.58
18-29 TAHUN,LELAKI,PAHANG,RAUB,BANDAR,496.84,473.12,455.97
18-29 TAHUN,LELAKI,PAHANG,RAUB,LUAR BANDAR,432.22,368.37,418.89
18-29 TAHUN,LELAKI,PAHANG,TEMERLOH,BANDAR,490.77,431.26,426.69
18-29 TAHUN,LELAKI,PAHANG,TEMERLOH,LUAR BANDAR,440.22,339.18,414.02
18-29 TAHUN,LELAKI,PAHANG,ROMPIN,BANDAR,460.21,367.64,440.2
18-29 TAHUN,LELAKI,PAHANG,ROMPIN,LUAR BANDAR,433.17,340.26,396.62
18-29 TAHUN,LELAKI,PAHANG,MARAN,BANDAR,468.81,388.72,480.06
18-29 TAHUN,LELAKI,PAHANG,MARAN,LUAR BANDAR,416.97,316.41,421.79
18-29 TAHUN,LELAKI,PAHANG,BERA,BANDAR,502.51,466.18,513.28
18-29 TAHUN,LELAKI,PAHANG,BERA,LUAR BANDAR,445.28,302.43,432.97
18-29 TAHUN,LELAKI,PULAU PINANG,SEBERANG PERAI TENGAH,BANDAR,439.51,522.31,507.84
18-29 TAHUN,LELAKI,PULAU PINANG,SEBERANG PERAI TENGAH,LUAR BANDAR,405.43,318.15,300.61
18-29 TAHUN,LELAKI,PULAU PINANG,SEBERANG PERAI UTARA,BANDAR,463.87,479.08,450.28
18-29 TAHUN,LELAKI,PULAU PINANG,SEBERANG PERAI UTARA,LUAR BANDAR,400.23,263.2,317.5
18-29 TAHUN,LELAKI,PULAU PINANG,SEBERANG PERAI SELATAN,BANDAR,462.42,511.92,512.03
18-29 TAHUN,LELAKI,PULAU PINANG,SEBERANG PERAI SELATAN,LUAR BANDAR,408.99,269.96,357.14
18-29 TAHUN,LELAKI,PULAU PINANG,TIMUR LAUT,BANDAR,485.76,863.61,672.63
18-29 TAHUN,LELAKI,PULAU PINANG,BARAT DAYA,BANDAR,461.56,773.25,592.29
18-29 TAHUN,LELAKI,PULAU PINANG,BARAT DAYA,LUAR BANDAR,452.37,652.81,508.44
18-29 TAHUN,LELAKI,PERAK,BATANG PADANG,BANDAR,432.1,383.99,523.82
18-29 TAHUN,LELAKI,PERAK,BATANG PADANG,LUAR BANDAR,382.29,287.87,371.89
18-29 TAHUN,LELAKI,PERAK,MANJUNG,BANDAR,439.83,418.25,407.83
18-29 TAHUN,LELAKI,PERAK,MANJUNG,LUAR BANDAR,429.42,247.15,278.69
18-29 TAHUN,LELAKI,PERAK,KINTA,TIDAK PASTI,441.49,436.09,455.33
18-29 TAHUN,LELAKI,PERAK,KINTA,BANDAR,457.95,436.15,459.7
18-29 TAHUN,LELAKI,PERAK,KINTA,LUAR BANDAR,420.01,434.91,373.91
18-29 TAHUN,LELAKI,PERAK,KERIAN,BANDAR,400.13,279.83,349.44
18-29 TAHUN,LELAKI,PERAK,KERIAN,LUAR BANDAR,399.25,248.51,257.84
18-29 TAHUN,LELAKI,PERAK,KUALA KANGSAR,BANDAR,443.42,314.27,409.41
18-29 TAHUN,LELAKI,PERAK,KUALA KANGSAR,LUAR BANDAR,399.39,285.6,293.49
18-29 TAHUN,LELAKI,PERAK,LARUT DAN MATANG,BANDAR,418.83,371.9,381.52
18-29 TAHUN,LELAKI,PERAK,LARUT DAN MATANG,LUAR BANDAR,414.38,268.76,341.47
18-29 TAHUN,LELAKI,PERAK,HILIR PERAK,BANDAR,398.87,359.33,388.68
18-29 TAHUN,LELAKI,PERAK,HILIR PERAK,LUAR BANDAR,389.46,275.99,274.8
18-29 TAHUN,LELAKI,PERAK,HULU PERAK,BANDAR,448.72,300.36,339.11
18-29 TAHUN,LELAKI,PERAK,HULU PERAK,LUAR BANDAR,403.73,225.73,298.41
18-29 TAHUN,LELAKI,PERAK,PERAK TENGAH,BANDAR,410.66,435.12,483.07
18-29 TAHUN,LELAKI,PERAK,PERAK TENGAH,LUAR BANDAR,378.84,261.64,316.95
18-29 TAHUN,LELAKI,PERAK,KAMPAR,BANDAR,425.24,335.91,425.08
18-29 TAHUN,LELAKI,PERAK,KAMPAR,LUAR BANDAR,412.07,239.18,368
18-29 TAHUN,LELAKI,PERAK,MUALLIM,BANDAR,430.07,363.79,513.94
18-29 TAHUN,LELAKI,PERAK,MUALLIM,LUAR BANDAR,383.1,296.46,360.75
18-29 TAHUN,LELAKI,PERAK,BAGAN DATUK,BANDAR,424.3,340.55,371.07
18-29 TAHUN,LELAKI,PERAK,BAGAN DATUK,LUAR BANDAR,392.66,267.17,326.49
18-29 TAHUN,LELAKI,PERAK,SELAMA,BANDAR,424.61,401.99,436.76
18-29 TAHUN,LELAKI,PERAK,SELAMA,LUAR BANDAR,416.74,305.59,321.17
18-29 TAHUN,LELAKI,PERLIS,PERLIS,TIDAK PASTI,413.66,311.5,409.91
18-29 TAHUN,LELAKI,PERLIS,PERLIS,BANDAR,413.66,311.5,409.91
18-29 TAHUN,LELAKI,PERLIS,PERLIS,LUAR BANDAR,395.57,282.07,370.31
18-29 TAHUN,LELAKI,SELANGOR,GOMBAK,BANDAR,488.43,596.96,547.96
18-29 TAHUN,LELAKI,SELANGOR,GOMBAK,LUAR BANDAR,477.73,319.67,425.64
18-29 TAHUN,LELAKI,SELANGOR,KLANG,BANDAR,529.16,653.59,554.16
18-29 TAHUN,LELAKI,SELANGOR,KLANG,LUAR BANDAR,475.67,338.34,341.62
18-29 TAHUN,LELAKI,SELANGOR,KUALA LANGAT,BANDAR,493.92,638.4,505.78
18-29 TAHUN,LELAKI,SELANGOR,KUALA LANGAT,LUAR BANDAR,497.27,599.08,474.26
18-29 TAHUN,LELAKI,SELANGOR,KUALA SELANGOR,BANDAR,491.88,645.55,532.85
18-29 TAHUN,LELAKI,SELANGOR,KUALA SELANGOR,LUAR BANDAR,502.37,442.82,497.74
18-29 TAHUN,LELAKI,SELANGOR,PETALING,BANDAR,569.34,905.22,705.96
18-29 TAHUN,LELAKI,SELANGOR,SABAK BERNAM,BANDAR,503.65,489.32,479.7
18-29 TAHUN,LELAKI,SELANGOR,SABAK BERNAM,LUAR BANDAR,486.04,489.75,462.5
18-29 TAHUN,LELAKI,SELANGOR,SEPANG,BANDAR,536.48,863.28,600.67
18-29 TAHUN,LELAKI,SELANGOR,SEPANG,LUAR BANDAR,473.5,679.75,612.54
18-29 TAHUN,LELAKI,SELANGOR,HULU LANGAT,BANDAR,545.53,757.28,507.71
18-29 TAHUN,LELAKI,SELANGOR,HULU LANGAT,LUAR BANDAR,475.81,535.03,404.23
18-29 TAHUN,LELAKI,SELANGOR,HULU SELANGOR,BANDAR,479.82,388.23,459.77
18-29 TAHUN,LELAKI,SELANGOR,HULU SELANGOR,LUAR BANDAR,489.94,444.95,511.52
18-29 TAHUN,LELAKI,TERENGGANU,BESUT,BANDAR,419.37,262.31,347
18-29 TAHUN,LELAKI,TERENGGANU,BESUT,LUAR BANDAR,392.6,271.75,291.97
18-29 TAHUN,LELAKI,TERENGGANU,DUNGUN,BANDAR,445.54,370.77,384.93
18-29 TAHUN,LELAKI,TERENGGANU,DUNGUN,LUAR BANDAR,436.06,288.77,324.99
18-29 TAHUN,LELAKI,TERENGGANU,KEMAMAN,BANDAR,430.28,419.25,433.44
18-29 TAHUN,LELAKI,TERENGGANU,KEMAMAN,LUAR BANDAR,420.47,346.68,389.74
18-29 TAHUN,LELAKI,TERENGGANU,KUALA TERENGGANU,BANDAR,440.65,338.88,348.9
18-29 TAHUN,LELAKI,TERENGGANU,KUALA TERENGGANU,LUAR BANDAR,434.53,348.19,289.51
18-29 TAHUN,LELAKI,TERENGGANU,MARANG,BANDAR,427.61,352.87,366.69
18-29 TAHUN,LELAKI,TERENGGANU,MARANG,LUAR BANDAR,424.29,362.4,359.33
18-29 TAHUN,LELAKI,TERENGGANU,HULU TERENGGANU,BANDAR,435.61,390.85,524.76
18-29 TAHUN,LELAKI,TERENGGANU,HULU TERENGGANU,LUAR BANDAR,429.07,339.34,351.37
18-29 TAHUN,LELAKI,TERENGGANU,SETIU,BANDAR,441.95,363.37,391.55
18-29 TAHUN,LELAKI,TERENGGANU,SETIU,LUAR BANDAR,401.9,262.59,335.9
18-29 TAHUN,LELAKI,TERENGGANU,KUALA NERUS,BANDAR,437.08,376.43,441.8
18-29 TAHUN,LELAKI,TERENGGANU,KUALA NERUS,LUAR BANDAR,417.37,335.76,383.52
18-29 TAHUN,LELAKI,SABAH,TAWAU,BANDAR,394.81,531.63,302.95
18-29 TAHUN,LELAKI,SABAH,TAWAU,LUAR BANDAR,383.64,358,238.63
18-29 TAHUN,LELAKI,SABAH,LAHAD DATU,BANDAR,375.48,377.56,334.84
18-29 TAHUN,LELAKI,SABAH,LAHAD DATU,LUAR BANDAR,365.75,318.41,301.88
18-29 TAHUN,LELAKI,SABAH,SEMPORNA,BANDAR,385.52,398.31,250.53
18-29 TAHUN,LELAKI,SABAH,SEMPORNA,LUAR BANDAR,372.31,261.66,169.91
18-29 TAHUN,LELAKI,SABAH,SANDAKAN,BANDAR,421.09,504.79,320.4
18-29 TAHUN,LELAKI,SABAH,SANDAKAN,LUAR BANDAR,411.81,349.88,177.77
18-29 TAHUN,LELAKI,SABAH,KINABATANGAN,BANDAR,414.45,372.44,274.52
18-29 TAHUN,LELAKI,SABAH,KINABATANGAN,LUAR BANDAR,397.6,385.91,211.61
18-29 TAHUN,LELAKI,SABAH,BELURAN,BANDAR,423.01,298.65,298.65
18-29 TAHUN,LELAKI,SABAH,BELURAN,LUAR BANDAR,423.01,298.65,298.65
18-29 TAHUN,LELAKI,SABAH,KOTA KINABALU,BANDAR,402.05,586.49,407.64
18-29 TAHUN,LELAKI,SABAH,KOTA KINABALU,LUAR BANDAR,403.35,295.6,313.37
18-29 TAHUN,LELAKI,SABAH,RANAU,BANDAR,445.92,394.06,297.73
18-29 TAHUN,LELAKI,SABAH,RANAU,LUAR BANDAR,402.66,353.67,285.84
18-29 TAHUN,LELAKI,SABAH,KOTA BELUD,BANDAR,409.62,472.75,338.03
18-29 TAHUN,LELAKI,SABAH,KOTA BELUD,LUAR BANDAR,396.82,355.15,244.97
18-29 TAHUN,LELAKI,SABAH,TUARAN,BANDAR,400.74,404.55,361.95
18-29 TAHUN,LELAKI,SABAH,TUARAN,LUAR BANDAR,400.72,429.08,298.57
18-29 TAHUN,LELAKI,SABAH,PENAMPANG,BANDAR,436.01,579.68,469.71
18-29 TAHUN,LELAKI,SABAH,PENAMPANG,LUAR BANDAR,408.4,392.78,381.48
18-29 TAHUN,LELAKI,SABAH,PAPAR,BANDAR,415.44,459.96,324.4
18-29 TAHUN,LELAKI,SABAH,PAPAR,LUAR BANDAR,380.81,401.72,264.52
18-29 TAHUN,LELAKI,SABAH,KUDAT,BANDAR,408.58,451.79,361.03
18-29 TAHUN,LELAKI,SABAH,KUDAT,LUAR BANDAR,386.75,281.55,285.86
18-29 TAHUN,LELAKI,SABAH,KOTA MARUDU,BANDAR,400.67,412.84,320.49
18-29 TAHUN,LELAKI,SABAH,KOTA MARUDU,LUAR BANDAR,392.29,345.26,204.51
18-29 TAHUN,LELAKI,SABAH,PITAS,BANDAR,410.8,512.27,360.31
18-29 TAHUN,LELAKI,SABAH,PITAS,LUAR BANDAR,383.69,303.02,279.16
18-29 TAHUN,LELAKI,SABAH,BEAUFORT,BANDAR,404.01,512.11,408.57
18-29 TAHUN,LELAKI,SABAH,BEAUFORT,LUAR BANDAR,383.26,385.81,241.32
18-29 TAHUN,LELAKI,SABAH,KUALA PENYU,BANDAR,410.8,512.27,360.31
18-29 TAHUN,LELAKI,SABAH,KUALA PENYU,LUAR BANDAR,374.26,399.45,405.07
18-29 TAHUN,LELAKI,SABAH,SIPITANG,BANDAR,385.6,398.49,342.26
18-29 TAHUN,LELAKI,SABAH,SIPITANG,LUAR BANDAR,398.42,476.04,334.25
18-29 TAHUN,LELAKI,SABAH,TENOM,BANDAR,410.8,512.27,360.31
18-29 TAHUN,LELAKI,SABAH,TENOM,LUAR BANDAR,381.52,374.29,291.79
18-29 TAHUN,LELAKI,SABAH,NABAWAN,BANDAR,410.8,512.27,360.31
18-29 TAHUN,LELAKI,SABAH,NABAWAN,LUAR BANDAR,385.47,313,260.33
18-29 TAHUN,LELAKI,SABAH,KENINGAU,BANDAR,411.2,443.65,330.62
18-29 TAHUN,LELAKI,SABAH,KENINGAU,LUAR BANDAR,383.61,331.31,212.06
18-29 TAHUN,LELAKI,SABAH,TAMBUNAN,BANDAR,410.8,512.27,360.31
18-29 TAHUN,LELAKI,SABAH,TAMBUNAN,LUAR BANDAR,382.11,384.58,297.78
18-29 TAHUN,LELAKI,SABAH,KUNAK,BANDAR,362.57,350.67,204.61
18-29 TAHUN,LELAKI,SABAH,KUNAK,LUAR BANDAR,346.84,361.44,281.69
18-29 TAHUN,LELAKI,SABAH,TONGOD,BANDAR,410.8,512.27,360.31
18-29 TAHUN,LELAKI,SABAH,TONGOD,LUAR BANDAR,394.32,338.52,286.16
18-29 TAHUN,LELAKI,SABAH,PUTATAN,BANDAR,415.57,442.87,309.43
18-29 TAHUN,LELAKI,SABAH,TELUPID,BANDAR,410.8,512.27,360.31
18-29 TAHUN,LELAKI,SABAH,TELUPID,LUAR BANDAR,410.44,436.25,354.23
18-29 TAHUN,LELAKI,SABAH,KALABAKAN,BANDAR,410.8,512.27,360.31
18-29 TAHUN,LELAKI,SABAH,KALABAKAN,LUAR BANDAR,339.5,378.65,245.34
18-29 TAHUN,LELAKI,SABAH,MEMBAKUT,BANDAR,410.8,512.27,360.31
18-29 TAHUN,LELAKI,SABAH,MEMBAKUT,LUAR BANDAR,389.52,356.04,266.65
18-29 TAHUN,LELAKI,SARAWAK,KUCHING,BANDAR,510.14,530.76,425.78
18-29 TAHUN,LELAKI,SARAWAK,KUCHING,LUAR BANDAR,423.63,329.11,267.78
18-29 TAHUN,LELAKI,SARAWAK,BAU,BANDAR,434,322.82,374.31
18-29 TAHUN,LELAKI,SARAWAK,BAU,LUAR BANDAR,431.97,300.53,233.58
18-29 TAHUN,LELAKI,SARAWAK,LUNDU,BANDAR,434,322.82,374.31
18-29 TAHUN,LELAKI,SARAWAK,LUNDU,LUAR BANDAR,434,322.82,374.31
18-29 TAHUN,LELAKI,SARAWAK,SAMARAHAN,BANDAR,523.33,512.08,402.05
18-29 TAHUN,LELAKI,SARAWAK,SAMARAHAN,LUAR BANDAR,421.79,301.25,262.12
18-29 TAHUN,LELAKI,SARAWAK,SERIAN,BANDAR,510.37,373.64,379.86
18-29 TAHUN,LELAKI,SARAWAK,SERIAN,LUAR BANDAR,417.09,310.04,288.12
18-29 TAHUN,LELAKI,SARAWAK,SIMUNJAN,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,SIMUNJAN,LUAR BANDAR,424.76,248.72,263.87
18-29 TAHUN,LELAKI,SARAWAK,SRI AMAN,BANDAR,476.92,347.03,399.75
18-29 TAHUN,LELAKI,SARAWAK,SRI AMAN,LUAR BANDAR,387.29,196.75,348
18-29 TAHUN,LELAKI,SARAWAK,LUBOK ANTU,BANDAR,417.77,178.91,446.84
18-29 TAHUN,LELAKI,SARAWAK,LUBOK ANTU,LUAR BANDAR,417.77,178.91,446.84
18-29 TAHUN,LELAKI,SARAWAK,BETONG,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,BETONG,LUAR BANDAR,423.37,211.84,295.89
18-29 TAHUN,LELAKI,SARAWAK,SARATOK,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,SARATOK,LUAR BANDAR,422.95,200.55,388.94
18-29 TAHUN,LELAKI,SARAWAK,SARIKEI,BANDAR,470.42,416.85,490.47
18-29 TAHUN,LELAKI,SARAWAK,SARIKEI,LUAR BANDAR,400.09,120.4,300.28
18-29 TAHUN,LELAKI,SARAWAK,MARADONG,BANDAR,459.31,351.44,311.17
18-29 TAHUN,LELAKI,SARAWAK,MARADONG,LUAR BANDAR,419.76,104.12,261.53
18-29 TAHUN,LELAKI,SARAWAK,DARO,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,DARO,LUAR BANDAR,408.9,226.72,350.78
18-29 TAHUN,LELAKI,SARAWAK,JULAU,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,JULAU,LUAR BANDAR,429.86,107.09,327.58
18-29 TAHUN,LELAKI,SARAWAK,SIBU,BANDAR,446.74,534.95,445.44
18-29 TAHUN,LELAKI,SARAWAK,SIBU,LUAR BANDAR,423.64,198.39,354.03
18-29 TAHUN,LELAKI,SARAWAK,DALAT,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,DALAT,LUAR BANDAR,407.77,292.42,402.24
18-29 TAHUN,LELAKI,SARAWAK,MUKAH,BANDAR,461.42,436.87,436.59
18-29 TAHUN,LELAKI,SARAWAK,MUKAH,LUAR BANDAR,402.51,294.55,357.52
18-29 TAHUN,LELAKI,SARAWAK,KANOWIT,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,KANOWIT,LUAR BANDAR,418.53,280.96,316.51
18-29 TAHUN,LELAKI,SARAWAK,BINTULU,BANDAR,478.58,641.17,420.36
18-29 TAHUN,LELAKI,SARAWAK,BINTULU,LUAR BANDAR,441.3,271.1,368.49
18-29 TAHUN,LELAKI,SARAWAK,TATAU,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,TATAU,LUAR BANDAR,431.97,338.74,338.74
18-29 TAHUN,LELAKI,SARAWAK,KAPIT,BANDAR,500.6,398.17,501.71
18-29 TAHUN,LELAKI,SARAWAK,KAPIT,LUAR BANDAR,429.59,200.88,488.14
18-29 TAHUN,LELAKI,SARAWAK,SONG,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,SONG,LUAR BANDAR,433.86,219.69,638.59
18-29 TAHUN,LELAKI,SARAWAK,BELAGA,LUAR BANDAR,412.01,216.79,453.45
18-29 TAHUN,LELAKI,SARAWAK,MIRI,BANDAR,512.03,581.8,431.43
18-29 TAHUN,LELAKI,SARAWAK,MIRI,LUAR BANDAR,453.75,307.32,422.54
18-29 TAHUN,LELAKI,SARAWAK,MARUDI,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,MARUDI,LUAR BANDAR,440.66,264.83,368.49
18-29 TAHUN,LELAKI,SARAWAK,LIMBANG,BANDAR,496.14,346.23,391.7
18-29 TAHUN,LELAKI,SARAWAK,LIMBANG,LUAR BANDAR,459.84,253.05,300.63
18-29 TAHUN,LELAKI,SARAWAK,LAWAS,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,LAWAS,LUAR BANDAR,424.06,367.16,384.86
18-29 TAHUN,LELAKI,SARAWAK,MATU,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,MATU,LUAR BANDAR,420.35,232.15,359.02
18-29 TAHUN,LELAKI,SARAWAK,ASAJAYA,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,ASAJAYA,LUAR BANDAR,439.34,291.05,234.7
18-29 TAHUN,LELAKI,SARAWAK,PAKAN,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,PAKAN,LUAR BANDAR,422.63,85.32,287.95
18-29 TAHUN,LELAKI,SARAWAK,SELANGAU,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,SELANGAU,LUAR BANDAR,384.3,175.07,531.58
18-29 TAHUN,LELAKI,SARAWAK,TEBEDU,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,TEBEDU,LUAR BANDAR,411.96,109.32,498.01
18-29 TAHUN,LELAKI,SARAWAK,PUSA,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,PUSA,LUAR BANDAR,402.96,268.03,190.81
18-29 TAHUN,LELAKI,SARAWAK,KABONG,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,KABONG,LUAR BANDAR,419.83,239.57,242.86
18-29 TAHUN,LELAKI,SARAWAK,TANJUNG MANIS,LUAR BANDAR,409.63,128.01,343.83
18-29 TAHUN,LELAKI,SARAWAK,SEBAUH,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,SEBAUH,LUAR BANDAR,430.41,273.56,343.54
18-29 TAHUN,LELAKI,SARAWAK,BUKIT MABONG,LUAR BANDAR,407.95,211.65,426.13
18-29 TAHUN,LELAKI,SARAWAK,SUBIS,BANDAR,487.85,533.08,426.1
18-29 TAHUN,LELAKI,SARAWAK,SUBIS,LUAR BANDAR,431.8,114.68,366.61
18-29 TAHUN,LELAKI,SARAWAK,BELURU,BANDAR,487.85,533.08,426.1
