UMUR_KSH,JANTINA,NEGERI,DAERAH,STRATA,Mean(TOTAL_PAKW_MAKANAN),Mean(p_rent),Mean(p_lain2)
9-11 BULAN,PEREMPUAN,TERENGGANU,KUALA NERUS,BANDAR,61.78,376.43,441.8
9-11 BULAN,PEREMPUAN,TERENGGANU,KUALA NERUS,LUAR BANDAR,57.9,335.76,383.52
9-11 BULAN,PEREMPUAN,SABAH,TAWAU,BANDAR,52.61,531.63,302.95
9-11 BULAN,PEREMPUAN,SABAH,TAWAU,LUAR BANDAR,48.15,358,238.63
9-11 BULAN,PEREMPUAN,SABAH,LAHAD DATU,BANDAR,49,377.56,334.84
9-11 BULAN,PEREMPUAN,SABAH,LAHAD DATU,LUAR BANDAR,44.83,318.41,301.88
9-11 BULAN,PEREMPUAN,SABAH,SEMPORNA,BANDAR,49.94,398.31,250.53
9-11 BULAN,PEREMPUAN,SABAH,SEMPORNA,LUAR BANDAR,46.43,261.66,169.91
9-11 BULAN,PEREMPUAN,SABAH,SANDAKAN,BANDAR,55.02,504.79,320.4
9-11 BULAN,PEREMPUAN,SABAH,SANDAKAN,LUAR BANDAR,52.28,349.88,177.77
9-11 BULAN,PEREMPUAN,SABAH,KINABATANGAN,BANDAR,53.95,372.44,274.52
9-11 BULAN,PEREMPUAN,SABAH,KINABATANGAN,LUAR BANDAR,49.98,385.91,211.61
9-11 BULAN,PEREMPUAN,SABAH,BELURAN,LUAR BANDAR,53.33,298.65,298.65
9-11 BULAN,PEREMPUAN,SABAH,KOTA KINABALU,BANDAR,53.91,586.49,407.64
9-11 BULAN,PEREMPUAN,SABAH,KOTA KINABALU,LUAR BANDAR,51.56,295.6,313.37
9-11 BULAN,PEREMPUAN,SABAH,RANAU,BANDAR,60.75,394.06,297.73
9-11 BULAN,PEREMPUAN,SABAH,RANAU,LUAR BANDAR,52.71,353.67,285.84
9-11 BULAN,PEREMPUAN,SABAH,KOTA BELUD,BANDAR,55.28,472.75,338.03
9-11 BULAN,PEREMPUAN,SABAH,KOTA BELUD,LUAR BANDAR,52.1,355.15,244.97
9-11 BULAN,PEREMPUAN,SABAH,TUARAN,BANDAR,53.19,404.55,361.95
9-11 BULAN,PEREMPUAN,SABAH,TUARAN,LUAR BANDAR,52.16,429.08,298.57
9-11 BULAN,PEREMPUAN,SABAH,PENAMPANG,BANDAR,61.12,579.68,469.71
9-11 BULAN,PEREMPUAN,SABAH,PENAMPANG,LUAR BANDAR,54.64,392.78,381.48
9-11 BULAN,PEREMPUAN,SABAH,PAPAR,BANDAR,57.51,459.96,324.4
9-11 BULAN,PEREMPUAN,SABAH,PAPAR,LUAR BANDAR,48.71,401.72,264.52
9-11 BULAN,PEREMPUAN,SABAH,KUDAT,BANDAR,54.21,451.79,361.03
9-11 BULAN,PEREMPUAN,SABAH,KUDAT,LUAR BANDAR,50.01,281.55,285.86
9-11 BULAN,PEREMPUAN,SABAH,KOTA MARUDU,BANDAR,54.64,412.84,320.49
9-11 BULAN,PEREMPUAN,SABAH,KOTA MARUDU,LUAR BANDAR,47.48,345.26,204.51
9-11 BULAN,PEREMPUAN,SABAH,PITAS,BANDAR,54.91,512.27,360.31
9-11 BULAN,PEREMPUAN,SABAH,PITAS,LUAR BANDAR,50.29,303.02,279.16
9-11 BULAN,PEREMPUAN,SABAH,BEAUFORT,BANDAR,56.91,512.11,408.57
9-11 BULAN,PEREMPUAN,SABAH,BEAUFORT,LUAR BANDAR,49.15,385.81,241.32
9-11 BULAN,PEREMPUAN,SABAH,KUALA PENYU,LUAR BANDAR,47.21,399.45,405.07
9-11 BULAN,PEREMPUAN,SABAH,SIPITANG,BANDAR,50.13,398.49,342.26
9-11 BULAN,PEREMPUAN,SABAH,SIPITANG,LUAR BANDAR,51.01,476.04,334.25
